Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
expressionism;Modernism;;;;;;;;;;;;;x
expressionism_desc;Modernism;;;;;;;;;;;;;x
mass_culture_n_the_avant_garde;The Imperial Style;;;;;;;;;;;;;x
mass_culture_n_the_avant_garde_desc;The Imperial Style;;;;;;;;;;;;;x
romanticist_literature;Pastoral Odes;;;;;;;;;;;;;x
romanticist_literature_desc;Pastoralism was basically an aesthetical reflection of the liberationist movement, lauding the virtues of the argicultural, free, male community. Pastoralist Literature typically took the form of odes and peans to country life. Particularly notable pastoralist poets were Chyush Goosh-so, Vazzunak Buzfa, and Qip Quam Ghech.;;;;;;;;;;;;;x
romanticist_music;Pastoral Ballads;;;;;;;;;;;;;x
romanticist_music_desc;Pastoralism was basically an aesthetical reflection of the liberationist movement, lauding the virtues of the argicultural, free, male community. High pastoralist music was largely an adapation of folk melodies, set to grand chambers, and performed usually in the Veyethun chamber of deputies. Notable composers were Vyit Gat-so and Mozza Chaptazh.;;;;;;;;;;;;;x
romanticist_art;Pastoralist Art;;;;;;;;;;;;;x
romanticist_desc;Pastoralism was basically an aesthetical reflection of the liberationist movement, lauding the virtues of the argicultural, free, male community. Pastoralist art took the form of typically bucolic scenes, as well as folk-inspired sculpture. Notable figures were Yith Chum-so and Mazzak Padudazh;;;;;;;;;;;;;x
realist_literature;Symbolist Texts;;;;;;;;;;;;;x
realist_literature_desc;Symbolist was a popular art movement in the early part of the 14th century. Connected vaguely to the reactionary movement at the time, it was steeped in mannered echos of tradition, religious imagery, and ancient cultural symbols. Symbolist literature typically took the form of allegorical fables rooted in the mythic past, or long, complex novels echoing annalistic systles, reminsicent of cosmic drama. Notable authors include Wudwou Sha-Mosod, Vyith Gum-so, and Yaukz ApOswieg.;;;;;;;;;;;;;x
realist_art;Symbolist Art;;;;;;;;;;;;;x
realist_art_desc;Symbolist was a popular art movement in the early part of the 14th century. Connected vaguely to the reactionary movement at the time, it was steeped in mannered echos of tradition, religious imagery, and ancient cultural symbols. Symbolist art largely took the form of heroic paintings, depictions of religious visitations, and indefinitely featured figures looming in bewildering landscapes. Notable artists were Owun Sha-Tangpt, Vakt Aptazh, and Gozolobba Ninkazh.;;;;;;;;;;;;;x
realist_music;Symbolist Music;;;;;;;;;;;;;x
realist_music_desc;Symbolist was a popular art movement in the early part of the 14th century. Connected vaguely to the reactionary movement at the time, it was steeped in mannered echos of tradition, religious imagery, and ancient cultural symbols. Symbolist music typically featured cryptic weedling melodies, and achaic revivals of bygone music. Important composers included Shan Sha-Shab, and Gazzamak Mazfag.;;;;;;;;;;;;;x
impressionist_music;Praxiatical Music;;;;;;;;;;;;;x
impressionist_art;Praxiatical Art;;;;;;;;;;;;;x
impressionist_literature;Praxiatical Literature;;;;;;;;;;;;;x
impressionist_literature_desc;The praxiatical movement was largely inspired by functionalist pragmatics and antietiological notions of acausal phenomena. Determined to create unrepresentational and/or meaningless art, the praxiatical movement was, for some years, the enfant terrible of Ishahfazhi art circles. Praxiatical literature attempted to distill an pragmatic essence in literature, and often consisted of alltogether strange texts: unreadable screeds of sounds, oblique and paradoxical, recursive discourses, and tedious, mindless, repetitive novels. Important authors included Shanprak Sha-Gorod, Rau Ben-Tzymon, and Hrid Tzau-Aeum.;;;;;;;;;;;;;x
impressionist_art_desc;The praxiatical movement was largely inspired by functionalist pragmatics and antietiological notions of acausal phenomena. Determined to create unrepresentational and/or meaningless art, the praxiatical movement was, for some years, the enfant terrible of Ishahfazhi art circles. Praxiatical art attempted to distill a sense of colour-as-colour, texture-as-texture, and material-as-object, to disabuse the view of all possible representation notions. This involved both producting highly abstract shapes, as well the typically 'representative' works recontextualised by subtle differences in textures and perspectives. Important artists were Mrid Sha-Vaun, Gomalobba Kafazh, and Guth Kyush-so.;;;;;;;;;;;;;x
impressionist_music_desc;The praxiatical movement was largely inspired by functionalist pragmatics and antietiological notions of acausal phenomena. Determined to create unrepresentational and/or meaningless art, the praxiatical movement was, for some years, the enfant terrible of Ishahfazhi art circles. Praxiatical music attempted to distill an essence of pure, affective sound to overwhelm and reach immediately the passive listener. It consisted mostly of cacaphonics, as well as concordant discordance, and early forays into a-tonal music. Important composers included the great 'de-tuner' Oswid Sha-Mak.;;;;;;;;;;;;;x
expressionist_art;Modernist Art;;;;;;;;;;;;;x
expressionist_art_desc;The Modernist movement was chacterised by commitments to forms guided by use and function, absolutist political attitudes, and a clarification of the principles of praxiaticism. Rather than wanton indulgence in the shocking, the purely pragmatic or praxiatic, the modernist movement attempt to employ functionalist thinking to clarify tradional structures or depiction, representation, and living, leading to an emphasis on purity and abstraction, not a clumsy attempt toward the abstract itself. Modernist art featured thus non-natural colours, aperspectival presentations, and emphasis on shapes and orientations. Notable artists were Kungwu Sha-Tont, Gozbaja Bazzamak, and Thrakunt Betz-On.;;;;;;;;;;;;;x
expressionist_music;Modernist Music;;;;;;;;;;;;;x
expressionist_music_desc;The Modernist movement was chacterised by commitments to forms guided by use and function, absolutist political attitudes, and a clarification of the principles of praxiaticism. Rather than wanton indulgence in the shocking, the purely pragmatic or praxiatic, the modernist movement attempt to employ functionalist thinking to clarify tradional structures or depiction, representation, and living, leading to an emphasis on purity and abstraction, not a clumsy attempt toward the abstract itself. Modernist music featured a dramatic synthesis of traditional tunings, re-tunings, tonal music and atonal music. Important composers included Gyuthu Gog-so, Vophton Ghunngvheb, and Mungt Sha-Man.;;;;;;;;;;;;;x
expressionist_literature;Modernist Literature;;;;;;;;;;;;;x
avantgarde_art;Imperial Style Art;;;;;;;;;;;;;x
avantgarde_art_desc;The rise of a popular imperial culture dramatically changed the consumption and production of art. A broadly literate public, with wealth to read, consume, and be entertained, as well as fiercly patriotic and defensive of imperial wealth, contributed to the formation of what became known as the 'imperial style'. Pleasing, patriotic, sentimental, the cloying 'academic' style of painting and sculpture featured accessible representations of national triumphs, simplified ancient history, and military heroism, which was deeply loved by the wealthy and middle class of empire.;;;;;;;;;;;;;x
avantgarde_music;Imperial Style Music;;;;;;;;;;;;;x
avantgarde_music_desc;The rise of a popular imperial culture dramatically changed the consumption and production of art. A broadly literate public, with wealth to read, consume, and be entertained, as well as fiercly patriotic and defensive of imperial wealth, contributed to the formation of what became known as the 'imperial style'. Imperial style music often took the form of a jolly synthesis of military marches, and the folk music of the imperial periphary, and was typically played in taverns, plebian amphitheaters, racecources, and other areas of excitable recreation.;;;;;;;;;;;;;x
avantgarde_literature;Imperial Style Literature;;;;;;;;;;;;;x
avantgarde_literature_desc;The rise of a popular imperial culture dramatically changed the consumption and production of art. A broadly literate public, with wealth to read, consume, and be entertained, as well as fiercly patriotic and defensive of imperial wealth, contributed to the formation of what became known as the 'imperial style'. A pulp literature of imperial triumps, colonial adventure stories, and lurid tales about the barbarous enemies of the state became popular among the middle classes especially.;;;;;;;;;;;;;x
surrealism;Asietic Art;;;;;;;;;;;;;x
surrealism_desc;The essentialist notion of asietic willing of being, described by Jêjor Yoguthâhu, birthed a curious art movement at the hight of the imperial epoch. Concluding that works of art, like all things, must will themselves into existence, groups of artists organised themselves around attempting to faciliate 'art creating itself' which involved several systems designed to allow art to create itself, by placing canvases in public places, developing complex systems of wind chimes, etc.;;;;;;;;;;;;;x
modern_design;The Monumental Style;;;;;;;;;;;;;x
modern_design_desc;The wealth of the world, plundered from Kovazh, Bafozh, and the smaller continents faciliated truly a grand and quixotic wave of monument building in the late 14th century. The colossal spherical mausoleum for the desceased Vopudwou Praakungwu IX (r. 1353-1382) and the New Imperial Palace in Vokonazh are typical examples of this - towering above the surrounding countryside, requiring hundreds of thousands of tons of steel and concrete, these archiectural marvels are testament to the power and wealth that belonged to great imperial regimes of this time.;;;;;;;;;;;;;x
jazz;Colonial Art;;;;;;;;;;;;;x
jazz_desc;The large scale settlement of Ishahfazhis in parts of both Bafozh and Kovazh led to a fascination with 'colonial' and 'native' forms of art, both in 'popular' and 'high' cultures. Primitivim in art was well regarded by a certain sort of anthropologically minded elite in the metropole, as well as became the kitchsy trappings of colonial settlements.;;;;;;;;;;;;;x
socialist_realism;Brutalism;;;;;;;;;;;;;x
socialist_realism_desc;Trancending the 'high modernist' style of earlier absolutist architecture, later absolutist styles fused imperial grandure with the form-functionalism of the earlier modernist movement, leading to an impressively grand brutalist synthesis. Particularly excellent examples of this sort of style are the Pan-Nâgine Congress Hall, and the Nozho Civil Directorate Building.;;;;;;;;;;;;;x
expressionist_literature_desc;The Modernist movement was chacterised by commitments to forms guided by use and function, absolutist political attitudes, and a clarification of the principles of praxiaticism. Rather than wanton indulgence in the shocking, the purely pragmatic or praxiatic, the modernist movement attempt to employ functionalist thinking to clarify tradional structures or depiction, representation, and living, leading to an emphasis on purity and abstraction, not a clumsy attempt toward the abstract itself. Modernist literature was decidedly stilted and formal, a sort of academic style veiled in notions of revealing pragmatic expressions in tradional forms. Deeply mannered, it was typically the purview of statist bureaucrats and the Poumnian elite, who maintained their unique ability to maintain a 'high' culture in an increasingly demotic age.;;;;;;;;;;;;;x
late_classical_theory;Third Wave Speculation;x
late_classical_theory_desc;Third Wave Speculation;x
john_elliot_cairnes;Shov Sha-Rushman;x
john_elliot_cairnes_desc;Shov Sha-Rushman was the first one to effectively mathematise economic speculation, developing a number of proposed relationships between variables. As a leading figure in the 'third wave' of economic speculation, he would be a key figure in economic orthodoxy.;x
robert_torrens;Dhofmazhi Zhakd;x
robert_torrens_desc;Dhofmazhi Zhakd was a major correspondent with Shov Sha-Rushman, and a major newspaper man in Gaubja. He was a major populariser of Rushmanian economic thought, as well as a member of the Gaubjan economic reform league.;x
john_stuart_mill;Hwamp Puur;
john_stuart_mill_desc;Hwamp Puur was a major critic of the quickly established orthodoxy of Sha-Rushman's thought. He challenged the notion that economics was representable by a priori methods such as mathematics, and commited himself to a descriptivist and empiricist account of economics.;
collectivist_theory;Operational Theory;x
collectivist_theory_desc;Operational Theory;x
pierre_joseph_proudhon;Dhomak Mâzfa;x
pierre_joseph_proudhon_desc;Dhomak Mâzfa was the first thinker to seriously apply the functionalist philosophy to economic thought, which gave birth to the 'operationist' school of economics. Trade, to some extent, as it did very little beyond move things around, became nearly immaterial to what consisted of 'the economy'. Mâzhfa priortised studying factors of production.;x
karl_marx;Mobauk Mizava;x
karl_marx_desc;Mobauk Mizava was a desciple of Dhomak Mâzfa. He extended Mâzfa's analysis of 'pure growth' to a larger 'thermodynamic' energic system, where he declared the only fit subject of economics was the study of the sun, solar energy, and other heaveny things which appear to produce their own energy.;x
friedrich_engels;Bâzajopt Kushtk;x
friedrich_engels_desc;Bâzajopt Kushkt was the first statist theorist of economics. He suggest that the state take control of all factors of production to ensure proper management, and reduce 'unreal' phenomena like trade distorition created by speculators and retailers.;x
eduard_bernstein;Dimash Kushkt;x
eduard_bernstein_desc;Dimash Kushkt was the brother of the more famous Bâzajopt Kushkt, and a close desciple of his. He studied living conditions in industrial slums in Bagh, and provided his brother with the data that he would use to argue that state control of factors of production would reduce both the suffering of the common man and increase efficiency.;x
sidney_webb;Bida Fovkazh;
sidney_webb_desc;Bida Fovkazh was a factory manager in Jiishanâg who quickly adopted functionalist-statist principles in his operation. By refusing to sell a large number of his goods and rendering them directly to his workers, and attempting to set up an autarkic system, he was a pioneer of the statist cartel firms that would so trouble governments in the early 14th century.;x
karl_kautsky;Yomeg Og Yezoz;x
karl_kautsky_desc;Yomeg Og Yezoz was a Takemogine longshoreman who worked in the dockywards in Seikaukz. Exposed to functionalist and statist critiques, he attempted to agitate both the government and his employers to do more for the working industrial classes. He would later join the parliament as the first electee of the Takemogi statist party.;x
friedrich_list;Makoun Sha-Gosod Sha-Man;x
friedrich_list-desc;Makoun Sha-Gosod Sha-Man, a scion of the illustrious Poumnian aristocratic house of Sha-Gosod Sha-Man, which would also produce the later, better known Vufo Sha-Gosod Sha-Man, agitated by what he described as 'demotic' and 'sickeningly plebian gashdzoun thinking' economic thought, especially statism, described an economic system where he believed that there were naturally aristocratic classes in every society and economic, and natural slave peoples, and there was no point in reforming the economy.;x
wilhelm_roscher;Droum Sha-Mushim;x
wilhelm_roscher_desc;Droum Sha-Mushim was an economist of the school of what would come to be called the 'organical school'. The organical school emphasised the historical and cultural development of economic systems, drawing on the work of Hwamp Puur.;
bruno_hildebrand;Jêbun Yannagath;x
bruno_hildebrand_desc;Jêbun Yannagath was an organicist economist from the Rannu Empire. He criticised the industrial developement in society and was a major interpreter of Tehuhrite law in context of modern economic developments.;x
karl_knies;Foda Nagjoni;x
karl_knies_desc;Foda Nagjoni was a numismatician, who complied a large catalogue of the history of coinage in Ishahfazh. His work incidentally contained a number of monetary theories, grounded in organicist thinking.;
gustav_von_schmoller;Shrumu Mruuwun;x
gustav_von_schmoller_desc;Shrumu Mruuwun was another major member of the organistic school. Long a professor in the Studium of Prousorum, his works on value largely gradually descended into apologetics for the Poumnian regime.;x
adolph_wagner;Druut Sha-Mang;
adolph_wagner_desc;Druut Sha-Mang was a major theorist of war economy, and public financing. He studied historical methods of loan raising by governments, and became an early theoretician of trust.;
william_cunningham;Nokodopau Vokuma;x
william_cunningham_desc;Nokodopau Vokuma was a Vokonazhi aristocrat and planter, who became an early agronomist, as well as a reactionary advocate, describing a paternalistic and pastoralist 'folk economy'.;x
the_historical_theory;The Organical Critique;x
the_historical_theory_desc;The Organical Critique;x
neoclassical_theory;Institutional Economics;
neoclassical_theory_desc;Institutional Economics;
keynesian_economics;Gosodian Economics;
keynesian_economics_desc;Gosodian Economics;
john_maynard_keynes;Vufo Sha-Gosod Sha-Man;x
john_maynard_keynes_desc;Vufo Sha-Gosod Sha-Man was a highly influential economist, who may be said to be the 'economist of empire'. Suggesting that large, self suficient economic blogs can run up colossal debts to finance imperial wars, he justified the arms race of the late 14th century by appeal to high government debt spending as a drive of demand and economic growth.;x
richard_kahn;Guabjim Fauzhkt;x
richard_kahn_desc;Guabjim Fauzhkt was the first finance minister of the Nâgine absolutist government. He advocated for large scale printing of money to finance the various nagine war efforts.;x
ludwig_von_mises;Buro Tugot-So;x
ludwig_von_mises_desc;Buro Tugot-So was a major member of the Athisoroon parliament's 'tarrif party'. He advocated repeatedly raising tarrifs, and borrowing and spending extensively, in accordance with the Gosodian school.;x
friedrich_hayek;Masogu Foma-So;
friedrich_hayek_desc;Masogu Foma-So was one of the few dissenting voices in the heydey of Godosian economics. By clining to a liberationist economy, grounded in organically acting small producers, and echewing debt, he was a relict of the organicist school.;
jean_jaures;Fimpo Sha-Pomp;;;;;;;;;;;;;x
jean_jaures_desc;Fimpo Sha-Pomp was one of the few poumnian adopters of operationalism. He was a major student of production efficency and economy of scale.;;;;;;;;;;;;;x
johann_heinrich_von_thunen;Dhomâmak Maptazh;;;;;;;;;;;;;x
johann_heinrich_von_thunen_desc;The instituional school was one of the most developed economic schools of the 14th century. It was centered around the person and work of Dhomâmak Maptazh, who argued that instituions, customs, and states shape markets, as well as market behaviour. His rationalistic method allowed for a great degree of study of many topics within an institutionalist paradigm.;;;;;;;;;;;;;x
leon_walras;Mazupt Pazhkash;;;;;;;;;;;;;x
leon_walras_desc;Mazupt Pazhkash was a major student of marginality. He came to this in fact in terms of studying 'losses' incurred in taxation, by the tax payer, in his studies of the effects of taxation on market behaviour.;;;;;;;;;;;;;x
eugen_von_bohm_bawerk;Boddamag Gidazh;;;;;;;;;;;;;x
eugen_von_bohm_bawerk_desc;Boddamag Gidazh was an important student of social behaviour and consumption. His studies bled into sociology. He was a professor at the studium of Nozho.;;;;;;;;;;;;;x
stanley_jevons;Wroushou Tzamutzi;;;;;;;;;;;;;x
stanley_jevons_desc;Wroushou Tzamutzi was one of the first complete student of markets: how they come into being, the different sorts of markets (e.g. thin vs thick) and how markets take on definite characters related to trust and regulation.;;;;;;;;;;;;;x
carl_menger;Kib Mroud;;;;;;;;;;;;;x
carl_menger_desc;Kib Mroud was a Poumnian exponent of the instituional school. He drew on the work of the precursors of the instituional school, especially his countryman Voun Sha-Pomid.;;;;;;;;;;;;;x
thorstein_veblen;Zadak Optazh;;;;;;;;;;;;;x
thorstein_veblen_desc;Zadak Optazh was an instituionalist student of household economics. He studied the reasons everyday persons make economic choices.;;;;;;;;;;;;;x
alfred_marshall;Mahdmaut Maktazh;;;;;;;;;;;;;x
alfred_marshall_desc;Mahdmaut Maktazh was an instituionalist student of the role of technological development in economic growth: the role of research in accounting for gaps in traditional economic theory's explanation of the astounding growth that came with industrialisation.;;;;;;;;;;;;;x
augustin_cournot;Pruudum Sha-Trunguntwu;;;;;;;;;;;;;x
augustin_cournot_desc;Pruudum Sha-Trunguntwu was a theorist of economic epistemology: how the economic of information effects economic choices and behaviour.;;;;;;;;;;;;;x
jules_dupuit;Orumuu Vorid;;;;;;;;;;;;;x
jules_dupuit_desc;Orumuu Vorid was a theorist of land usage. Particularly, he connected theories of marginality to land usage, and suggested reasons for colonial expansions were a consequence of increasingly poor returns on occupying new land in a given land market.;;;;;;;;;;;;;x
knut_wicksell;Middanak Doshkva;;;;;;;;;;;;;x
knut_wicksell_desc;Middanak Doshkva was a theorist of the sociology of business enterprises and their role in shaping consumption patterns. He studied avaliability and substituion.;;;;;;;;;;;;;x
vilfredo_pareto;Pâazahpt Dazhpt;;;;;;;;;;;;;x
vilfredo_pareto_desc;Pâazahpt Dazhpt was a theorist of market cycles. He attempted to understand why crashes happened, and came to the conclusion that they were driven by excessive production.;;;;;;;;;;;;;x
irving_fischer;Nobamedes Zhakdi;;;;;;;;;;;;;x
irving_fischer_desc;Nobamedes Zhakdi was a theorist of market cycles. He attempted to understand why crashes happened, and came to the conclusion that they were driven by limits to the money supply.;;;;;;;;;;;;;x
joseph_schumpeter;Mraakunt Sha-Mong;;;;;;;;;;;;;x
joseph_schumpeter_desc;Mraakunt Sha-Mong was a theorist of historical technological growth. He suggested that thin markets were vulnerable to knowledge loss.;;;;;;;;;;;;;x
#dominion_real_liberationist;Liberationist Party;;;;;;;;;;;;;x
#dominion_real_free_yoker;Free-Yoker Faction;;;;;;;;;;;;;x
#dominion_real_statist;Statist Party;;;;;;;;;;;;;x
#dominion_real_absolutist;Absolutist Party;;;;;;;;;;;;;x
#dominion_real_theocratist;Theocratist Party;;;;;;;;;;;;;x
#dominion_real_conservative;The New Conservatives;;;;;;;;;;;;;x
#dominion_real_reactionary;The Old Guard;;;;;;;;;;;;;x
#dominion_real_conservative_old;The Old Conservatives;;;;;;;;;;;;;x
dominion_real_liberationist;Liberationist Party;;;;;;;;;;;;;x
dominion_real_free_yoker;The Boer Party;;;;;;;;;;;;;x
dominion_real_statist;Statist Party;;;;;;;;;;;;;x
dominion_real_absolutist;Absolutist Party;;;;;;;;;;;;;x
dominion_real_theocratist;Theocratist Party;;;;;;;;;;;;;x
dominion_real_conservative;The Conservatives;;;;;;;;;;;;;x
dominion_real_reactionary;The Exclusionists;;;;;;;;;;;;;x
dominion_real_conservative_old;The Particularists;;;;;;;;;;;;;x
bonded_state_liberationist;The Liberation Party;;;;;;;;;;;;;x
bonded_state_free_yoker;The Radicals;;;;;;;;;;;;;x
bonded_state_statist;The Development Party;;;;;;;;;;;;;x
bonded_state_absolutist;The Absolutist Party;;;;;;;;;;;;;x
bonded_state_theocratist;The Theocratist Party;;;;;;;;;;;;;x
bonded_state_conservative;The Moderates;;;;;;;;;;;;;x
bonded_state_reactionary;The Reformers;;;;;;;;;;;;;x
bonded_state_conservative_old;The Particularists;;;;;;;;;;;;;x
JII_liberationist;The Social Radicals;;;;;;;;;;;;;x
JII_free_yoker;Freemans' Union;;;;;;;;;;;;;x
JII_statist;Social-Authoritarian Party;;;;;;;;;;;;;x
JII_absolutist;All-Syndicates Absolutist Party;;;;;;;;;;;;;x
JII_theocratist;Party of the Fist;;;;;;;;;;;;;x
JII_conservative;The Conservatives;;;;;;;;;;;;;x
JII_reactionary;The Country Party;;;;;;;;;;;;;x
JII_conservative_old;The Particularists;;;;;;;;;;;;;x
GOZ_liberationist;The Radicals;;;;;;;;;;;;;x
GOZ_free_yoker;Landsman and Yeoman's Confederation;;;;;;;;;;;;;x
GOZ_statist;The Unionists;;;;;;;;;;;;;x
GOZ_absolutist;Solidarty Party;;;;;;;;;;;;;x
GOZ_theocratist;Deacon Mogga's Clique;;;;;;;;;;;;;x
GOZ_conservative;The Federalists;;;;;;;;;;;;;x
GOZ_reactionary;The Royalists;;;;;;;;;;;;;x
GOZ_conservative_old;The Particularists;;;;;;;;;;;;;x
TGN_liberationist;The Social-Radical Bloc;;;;;;;;;;;;;x
TGN_free_yoker;Pan-Nâgi Landsman's Bund;;;;;;;;;;;;;x
TGN_statist;The Ministerial Party;;;;;;;;;;;;;x
TGN_absolutist;The Land Reform Trust;;;;;;;;;;;;;x
TGN_theocratist;The Theocratist Party;;;;;;;;;;;;;x
TGN_conservative;The Backbenchers;;;;;;;;;;;;;x
TGN_reactionary;The Ultra-Regionalists;;;;;;;;;;;;;x
TGN_conservative_old;The Particularists;;;;;;;;;;;;;x
POU_liberationist;The Dridniks;;;;;;;;;;;;;x
POU_free_yoker;Mudmens' Bund;;;;;;;;;;;;;x
POU_statist;Imperial Reform Party;;;;;;;;;;;;;x
POU_absolutist;Lord Shum's Faction;;;;;;;;;;;;;x
POU_theocratist;Imperial Temple League;;;;;;;;;;;;;x
POU_conservative;The Royalists;;;;;;;;;;;;;x
POU_reactionary;The Ultraroyalists;;;;;;;;;;;;;x
POU_old_conservative;The Provincialists;;;;;;;;;;;;;;x
PAK_liberationist;Free-Communitarian Party;;;;;;;;;;;;;x
PAK_free_yoker;The Bandits' League;;;;;;;;;;;;;x
PAK_statist;Developmentalist Party;;;;;;;;;;;;;x
PAK_absolutist;The Reform Party;;;;;;;;;;;;;x
PAK_theocratist;Justicial Party;;;;;;;;;;;;;x
PAK_conservative;The Federalists;;;;;;;;;;;;;x
PAK_reactionary;The Magnates' Faction;;;;;;;;;;;;;x
PAK_conservative_old;The Conederalists;;;;;;;;;;;;;x
PAS_liberationist;The Municipal Reform Party;;;;;;;;;;;;;x
PAS_free_yoker;West-Pozzak Dining Club;;;;;;;;;;;;;x
PAS_statist;Road-Reform League;;;;;;;;;;;;;x
PAS_absolutist;The PSGA;;;;;;;;;;;;;x
PAS_theocratist;The Poets' Party;;;;;;;;;;;;;x
PAS_conservative;The Jokzo Club;;;;;;;;;;;;;x
PAS_reactionary;The Courtiers' Party;;;;;;;;;;;;;x
PAS_conservative_old;The Burghers' Syndicate;;;;;;;;;;;;;x
VOK_liberationist;The Radical Party;;;;;;;;;;;;;x
VOK_free_yoker;The Metayers' League;;;;;;;;;;;;;x
VOK_statist;Orthodox Mudtian Statist Party;;;;;;;;;;;;;x
VOK_absolutist;The VSGA;;;;;;;;;;;;;x
VOK_theocratist;Doshkine Honour League;;;;;;;;;;;;;x
VOK_conservative;The Constabular Party;;;;;;;;;;;;;x
VOK_reactionary;The High Constabulary;;;;;;;;;;;;;x
VOK_conservative_old;The Agrarian League;;;;;;;;;;;;;x
GAU_liberationist;The Nimizites;;;;;;;;;;;;;x
GAU_free_yoker;The Yoke-Breakers;;;;;;;;;;;;;x
GAU_statist;The Statists;;;;;;;;;;;;;x
GAU_absolutist;All-Gaubja Absolutist Syndicate;;;;;;;;;;;;;x
GAU_theocratist;The Churchman's Party;;;;;;;;;;;;;x
GAU_conservative;The Conservatives;;;;;;;;;;;;;x
GAU_reactionary;The King's Party;;;;;;;;;;;;;x
GAU_conservative_old;The Madhmo Party;;;;;;;;;;;;;x
VAF_liberationist;The Independent Radicals;;;;;;;;;;;;;x
VAF_free_yoker;The Whiteback Party;;;;;;;;;;;;;x
VAF_statist;Union and Defence Party;;;;;;;;;;;;;x
VAF_absolutist;Vafauti Absolutist Board;;;;;;;;;;;;;x
VAF_theocratist;The Clericalists;;;;;;;;;;;;;x
VAF_conservative;The Prince's Party;;;;;;;;;;;;;x
VAF_reactionary;The Militarists;;;;;;;;;;;;;x
VAF_conservative_old;The Planters' Party;;;;;;;;;;;;;x
VUG_liberationist;The Oortothi Party;;;;;;;;;;;;;x
VUG_free_yoker;Blessed Landsman's League;;;;;;;;;;;;;x
VUG_statist;The Developmentalist Party;;;;;;;;;;;;;x
VUG_absolutist;Order and Solidarity Party;;;;;;;;;;;;;x
VUG_theocratist;Party of the Drupe;;;;;;;;;;;;;x
VUG_conservative;The Goothins;;;;;;;;;;;;;x
VUG_conservative_old;The Masogins;;;;;;;;;;;;;x
VUG_reactionary;The Old Athisards;;;;;;;;;;;;;x
KID_liberationist;The Social Extremists;;;;;;;;;;;;;x
KID_free_yoker;The Free-Soil Party;;;;;;;;;;;;;x
KID_statist;Imperial Reform Party;;;;;;;;;;;;;x
KID_absolutist;Imperial Unity Party;;;;;;;;;;;;;x
KID_theocratist;Pan-Gashdziik Theocratist Synod;;;;;;;;;;;;;x
KID_conservative;The Imperialists;;;;;;;;;;;;;x
KID_reactionary;The Party of the Dhovs;;;;;;;;;;;;;x
KID_conservative_old;The Particularists;;;;;;;;;;;;;x
RAN_liberationist;The Gagav Dovâ;;;;;;;;;;;;;x
RAN_free_yoker;The Roots and Soil League;;;;;;;;;;;;;x
RAN_statist;The Social Tribunate;;;;;;;;;;;;;x
RAN_absolutist;Rannutan Social-Absolutist Bloc;;;;;;;;;;;;;x
RAN_theocratist;The Young Unnahu;;;;;;;;;;;;;x
RAN_conservative;The Dâveb Party;;;;;;;;;;;;;x
RAN_reactionary;The Court Faction;;;;;;;;;;;;;x
RAN_conservative_old;The Country Faction;;;;;;;;;;;;;x
VAD_liberationist;The Gagav Dovâ;;;;;;;;;;;;;x
VAD_free_yoker;The Roots and Soil League;;;;;;;;;;;;;x
VAD_statist;The Reformists;;;;;;;;;;;;;x
VAD_absolutist;Vadobethine Social-Absolutist Bloc;;;;;;;;;;;;;x
VAD_theocratist;The Theocratist Clique;;;;;;;;;;;;;x
VAD_conservative;The Dâveb Party;;;;;;;;;;;;;x
VAD_reactionary;The Revanchist Faction;;;;;;;;;;;;;x
VAD_conservative_old;The Estates Faction;;;;;;;;;;;;;x
MAM_liberationist;The Pavillion of Moths;;;;;;;;;;;;;x
MAM_free_yoker;The Weavers' Syndicate;;;;;;;;;;;;;x
MAM_statist;The Social-Statist Party;;;;;;;;;;;;;x
MAM_absolutist;Social Revolutionary Absolutist Party;;;;;;;;;;;;;x
MAM_theocratist;The Maou of the Nation;;;;;;;;;;;;;x
MAM_conservative;The Black Tower Party;;;;;;;;;;;;;x
MAM_reactionary;The White Tower Party;;;;;;;;;;;;;x
MAM_conservative_old;The Little Tower;;;;;;;;;;;;;x
YAM_liberationist;The Maou of the Folk;;;;;;;;;;;;;x
YAM_free_yoker;The Hajduks;;;;;;;;;;;;;x
YAM_statist;The North Social-Statist Party;;;;;;;;;;;;;x
YAM_absolutist;Social Revolutionary Absolutist Party;;;;;;;;;;;;;x
YAM_theocratist;The Maou of the Yama;;;;;;;;;;;;;x
YAM_conservative;The Conservatives;;;;;;;;;;;;;x
YAM_reactionary;The Seed-Planters;;;;;;;;;;;;;x
YAM_conservative_old;The Giegites;;;;;;;;;;;;;x
TAK_liberationist;Sako-Soum Alliance;;;;;;;;;;;;;x
TAK_free_yoker;The Lubber's Bund;;;;;;;;;;;;;x
TAK_statist;The Deikauks;;;;;;;;;;;;;x
TAK_absolutist;The Yaukauks;;;;;;;;;;;;;x
TAK_theocratist;The Iron Guard;;;;;;;;;;;;;x
TAK_conservative;The New Conservatives;;;;;;;;;;;;;x
TAK_reactionary;The Old Conservatives;;;;;;;;;;;;;x
TAK_conservative_old;The Free Conservatives;;;;;;;;;;;;;x
BOG_liberationist;The Bukobs;;;;;;;;;;;;;x
BOG_free_yoker;The Haijduk's League;;;;;;;;;;;;;x
BOG_statist;Social Modernization Federation;;;;;;;;;;;;;x
